epoch,step,train_accuracy_step
0,13049,0.5
0,13099,0.78125
0,13149,0.65625
0,13199,0.78125
0,13249,0.5625
0,13299,0.65625
0,13349,0.8125
0,13399,0.6875
0,13449,0.65625
0,13499,0.78125
0,13549,0.65625
0,13599,0.6875
0,13649,0.75
0,13699,0.5625
0,13749,0.65625
0,13799,0.84375
0,13849,0.75
0,13899,0.75
0,13949,0.71875
0,13999,0.59375
0,14049,0.625
0,14099,0.5625
0,14149,0.71875
0,14199,0.59375
0,14249,0.71875
0,14299,0.75
0,14349,0.59375
0,14399,0.5625
0,14449,0.65625
0,14499,0.78125
0,14549,0.71875
0,14599,0.84375
0,14649,0.8125
0,14699,0.78125
0,14749,0.75
0,14799,0.6875
0,14849,0.59375
0,14899,0.625
0,14949,0.6875
0,14999,0.6875
0,15049,0.53125
0,15099,0.65625
0,15149,0.71875
0,15199,0.78125
0,15249,0.6875
0,15299,0.6875
0,15349,0.625
0,15399,0.625
0,15449,0.65625
0,15499,0.6875
0,15549,0.75
0,15599,0.59375
0,15649,0.5625
0,15699,0.5625
0,15749,0.90625
0,15799,0.65625
0,15849,0.65625
0,15899,0.625
0,15949,0.6875
0,15999,0.71875
0,16049,0.75
0,16099,0.75
0,16149,0.59375
0,16199,0.71875
0,16249,0.875
0,16299,0.78125
0,16349,0.625
0,16399,0.71875
0,16449,0.5625
0,16499,0.71875
0,16549,0.75
0,16599,0.71875
0,16649,0.71875
0,16699,0.625
0,16749,0.625
0,16799,0.625
0,16849,0.75
0,16899,0.6875
0,16949,0.75
0,16999,0.75
0,17049,0.625
0,17099,0.78125
0,17149,0.65625
0,17199,0.75
0,17249,0.6875
0,17299,0.78125
0,17349,0.65625
0,17399,0.75
0,17449,0.6875
0,17499,0.5
0,17549,0.75
0,17599,0.78125
0,17649,0.71875
0,17699,0.5625
0,17749,0.59375
0,17799,0.59375
0,17849,0.71875
0,17899,0.71875
0,17949,0.75
0,17999,0.78125
0,18049,0.5625
0,18099,0.53125
0,18149,0.8125
0,18199,0.6875
0,18249,0.59375
0,18299,0.65625
0,18349,0.78125
0,18399,0.75
0,18449,0.75
0,18499,0.5625
0,18549,0.8125
0,18599,0.71875
0,18649,0.71875
0,18699,0.65625
0,18749,0.53125
0,18799,0.75
0,18849,0.5625
0,18899,0.5625
0,18949,0.65625
0,18999,0.71875
0,19049,0.59375
0,19099,0.71875
0,19149,0.75
0,19199,0.75
0,19249,0.8125
0,19299,0.78125
0,19349,0.75
0,19399,0.8125
0,19449,0.8125
0,19499,0.5625
0,19549,0.6875
0,19599,0.8125
0,19649,0.6875
0,19699,0.8125
0,19749,0.8125
0,19799,0.65625
0,19849,0.65625
0,19899,0.65625
0,19949,0.625
0,19999,0.625
0,20049,0.71875
0,20099,0.8125
0,20149,0.71875
0,20199,0.625
0,20249,0.59375
0,20299,0.84375
0,20349,0.6875
0,20399,0.84375
0,20449,0.625
0,20499,0.75
0,20549,0.59375
0,20599,0.6875
0,20649,0.5625
0,20699,0.53125
0,20749,0.625
0,20799,0.6875
0,20849,0.65625
0,20899,0.8125
0,20949,0.53125
0,20999,0.6875
0,21049,0.625
0,21099,0.71875
0,21149,0.59375
0,21199,0.75
0,21249,0.75
0,21299,0.75
0,21349,0.8125
0,21399,0.65625
0,21449,0.6875
0,21499,0.625
0,21549,0.65625
0,21599,0.8125
0,21649,0.71875
0,21699,0.6875
0,21749,0.75
0,21799,0.6875
0,21849,0.78125
0,21899,0.59375
0,21949,0.59375
0,21999,0.8125
0,22049,0.9375
0,22099,0.71875
0,22149,0.6875
0,22199,0.71875
0,22249,0.71875
0,22299,0.71875
0,22349,0.71875
0,22399,0.78125
0,22449,0.65625
0,22499,0.78125
0,22549,0.75
0,22599,0.75
0,22649,0.8125
0,22699,0.6875
0,22749,0.625
0,22799,0.71875
0,22849,0.78125
0,22899,0.6875
0,22949,0.65625
0,22999,0.75
0,23049,0.78125
0,23099,0.84375
0,23149,0.78125
0,23199,0.65625
0,23249,0.75
0,23299,0.6875
0,23349,0.71875
0,23399,0.65625
0,23449,0.75
0,23499,0.71875
0,23549,0.6875
0,23599,0.75
0,23649,0.65625
0,23699,0.65625
0,23749,0.75
0,23799,0.625
0,23849,0.78125
0,23899,0.59375
0,23949,0.6875
0,23999,0.78125
0,24049,0.65625
0,24099,0.84375
0,24149,0.6875
0,24199,0.75
0,24249,0.75
0,24299,0.5625
0,24349,0.71875
0,24399,0.65625
0,24449,0.625
0,24499,0.71875
0,24549,0.6875
0,24599,0.6875
0,24649,0.84375
0,24699,0.6875
0,24749,0.71875
0,24799,0.71875
0,24849,0.71875
0,24899,0.8125
0,24949,0.78125
0,24999,0.59375
0,25049,0.71875
0,25099,0.59375
0,25149,0.71875
0,25199,0.78125
0,25249,0.90625
0,25299,0.78125
0,25349,0.75
0,25399,0.5625
0,25449,0.8125
0,25499,0.8125
0,25549,0.75
0,25599,0.59375
0,25649,0.6875
0,25699,0.84375
0,25749,0.6875
0,25799,0.59375
0,25849,0.8125
0,25899,0.6875
0,25949,0.625
0,25999,0.6875
0,26049,0.75
0,26099,0.5625
0,26149,0.625
0,26199,0.8125
0,26249,0.71875
0,26299,0.71875
0,26349,0.84375
0,26399,0.84375
0,26449,0.6875
0,26499,0.71875
0,26549,0.6875
0,26599,0.65625
0,26649,0.6875
0,26699,0.65625
0,26749,0.84375
0,26799,0.65625
0,26849,0.78125
0,26899,0.71875
0,26949,0.75
0,26999,0.59375
0,27049,0.71875
0,27099,0.84375
0,27149,0.71875
0,27199,0.6875
0,27249,0.625
0,27299,0.71875
0,27349,0.75
0,27399,0.78125
0,27449,0.8125
0,27499,0.6875
0,27549,0.59375
0,27599,0.625
0,27649,0.71875
0,27699,0.71875
0,27749,0.6875
0,27799,0.75
0,27849,0.6875
0,27899,0.6875
0,27949,0.625
0,27999,0.65625
0,28049,0.6875
0,28099,0.875
0,28149,0.625
0,28199,0.8125
0,28249,0.59375
0,28299,0.6875
0,28349,0.46875
0,28399,0.6875
0,28449,0.6875
0,28499,0.6875
0,28549,0.59375
0,28599,0.75
0,28649,0.75
0,28699,0.71875
0,28749,0.65625
0,28799,0.78125
0,28849,0.65625
0,28899,0.65625
0,28949,0.65625
0,28999,0.65625
0,29049,0.6875
0,29099,0.625
0,29149,0.8125
0,29199,0.71875
0,29249,0.59375
0,29299,0.625
0,29349,0.65625
0,29399,0.8125
0,29449,0.71875
0,29499,0.625
0,29549,0.65625
0,29599,0.75
0,29649,0.6875
0,29699,0.8125
0,29749,0.65625
0,29799,0.71875
0,29849,0.6875
0,29899,0.6875
0,29949,0.78125
0,29999,0.6875
0,30049,0.71875
0,30099,0.84375
0,30149,0.71875
0,30199,0.65625
0,30249,0.75
0,30299,0.65625
0,30349,0.75
0,30399,0.6875
0,30449,0.625
0,30499,0.6875
0,30549,0.6875
0,30599,0.71875
0,30649,0.75
0,30699,0.625
0,30749,0.6875
0,30799,0.5625
0,30849,0.78125
0,30899,0.65625
0,30949,0.71875
0,30999,0.71875
0,31049,0.78125
0,31099,0.65625
0,31149,0.71875
0,31199,0.78125
0,31249,0.5625
0,31299,0.6875
0,31349,0.65625
0,31399,0.6875
0,31449,0.59375
0,31499,0.625
0,31549,0.65625
0,31599,0.59375
0,31649,0.75
0,31699,0.65625
0,31749,0.65625
0,31799,0.65625
0,31849,0.625
0,31899,0.65625
0,31949,0.5625
0,31999,0.75
0,32049,0.65625
0,32099,0.75
0,32149,0.78125
0,32199,0.75
0,32249,0.75
0,32299,0.78125
0,32349,0.65625
0,32399,0.65625
0,32449,0.625
0,32499,0.6875
0,32549,0.65625
0,32599,0.6875
0,32649,0.75
0,32699,0.78125
0,32749,0.71875
0,32799,0.8125
0,32849,0.6875
0,32899,0.875
0,32949,0.65625
0,32999,0.6875
0,33049,0.65625
0,33099,0.6875
0,33149,0.5
0,33199,0.8125
0,33249,0.59375
0,33299,0.625
0,33349,0.65625
0,33399,0.75
0,33449,0.78125
0,33499,0.71875
0,33549,0.59375
0,33599,0.75
0,33649,0.78125
0,33699,0.75
0,33749,0.6875
0,33799,0.59375
0,33849,0.6875
0,33899,0.71875
0,33949,0.6875
0,33999,0.84375
0,34049,0.59375
0,34099,0.625
0,34149,0.625
0,34199,0.6875
0,34249,0.75
0,34299,0.65625
0,34349,0.75
0,34399,0.5625
0,34449,0.625
0,34499,0.71875
0,34549,0.71875
0,34599,0.6875
0,34649,0.59375
0,34699,0.78125
0,34749,0.71875
0,34799,0.78125
0,34849,0.625
0,34899,0.625
0,34949,0.625
0,34999,0.78125
0,35049,0.65625
0,35099,0.71875
0,35149,0.5625
0,35199,0.75
0,35249,0.59375
0,35299,0.625
0,35349,0.75
0,35399,0.5625
0,35449,0.84375
0,35499,0.75
0,35549,0.78125
0,35599,0.6875
0,35649,0.78125
0,35699,0.625
0,35749,0.78125
0,35799,0.625
0,35849,0.75
0,35899,0.625
0,35949,0.65625
0,35999,0.65625
0,36049,0.625
0,36099,0.75
0,36149,0.71875
0,36199,0.78125
0,36249,0.625
0,36299,0.75
0,36349,0.625
0,36399,0.65625
0,36449,0.6875
0,36499,0.78125
0,36549,0.625
0,36599,0.71875
0,36649,0.8125
0,36699,0.71875
0,36749,0.65625
0,36799,0.6875
0,36849,0.75
0,36899,0.71875
0,36949,0.84375
0,36999,0.6875
0,37049,0.6875
0,37099,0.71875
0,37149,0.65625
0,37199,0.71875
0,37249,0.6875
0,37299,0.71875
0,37349,0.78125
0,37399,0.59375
0,37449,0.75
0,37499,0.84375
0,37549,0.625
0,37599,0.65625
0,37649,0.59375
0,37699,0.78125
0,37749,0.625
0,37799,0.625
0,37849,0.65625
0,37899,0.78125
0,37949,0.78125
0,37999,0.875
0,38049,0.65625
0,38099,0.90625
0,38149,0.6875
0,38199,0.6875
0,38249,0.6875
0,38299,0.625
0,38349,0.65625
0,38399,0.6875
0,38449,0.71875
0,38499,0.6875
0,38549,0.90625
0,38599,0.71875
0,38649,0.625
0,38699,0.625
0,38749,0.59375
0,38799,0.71875
0,38849,0.71875
0,38899,0.6875
0,38949,0.75
0,38999,0.71875
0,39049,0.53125
0,39099,0.65625
0,39149,0.78125
0,39199,0.65625
0,39249,0.6875
0,39299,0.65625
0,39349,0.75
0,39399,0.625
0,39449,0.78125
0,39499,0.625
0,39549,0.65625
0,39599,0.5
0,39649,0.71875
0,39699,0.625
0,39749,0.71875
0,39799,0.65625
0,39849,0.71875
0,39899,0.75
0,39949,0.59375
0,39999,0.65625
0,40049,0.78125
0,40099,0.8125
0,40149,0.6875
0,40199,0.71875
0,40249,0.84375
0,40299,0.71875
0,40349,0.78125
0,40399,0.65625
0,40449,0.75
0,40499,0.8125
0,40549,0.71875
0,40599,0.65625
0,40649,0.84375
0,40699,0.6875
0,40749,0.6875
0,40799,0.59375
0,40849,0.71875
0,40899,0.75
0,40949,0.78125
0,40999,0.59375
0,41049,0.5625
0,41099,0.65625
0,41149,0.75
0,41199,0.71875
0,41249,0.6875
0,41299,0.71875
0,41349,0.71875
0,41399,0.75
0,41449,0.8125
0,41499,0.75
0,41549,0.625
0,41599,0.75
0,41649,0.625
0,41699,0.75
0,41749,0.6875
0,41799,0.6875
0,41849,0.65625
0,41899,0.65625
0,41949,0.625
0,41999,0.65625
0,42049,0.6875
0,42099,0.71875
0,42149,0.625
0,42199,0.78125
0,42249,0.6875
0,42299,0.78125
0,42349,0.75
0,42399,0.65625
0,42449,0.8125
0,42499,0.71875
0,42549,0.71875
0,42599,0.8125
0,42649,0.65625
0,42699,0.75
0,42749,0.625
0,42799,0.71875
0,42849,0.5625
0,42899,0.78125
0,42949,0.71875
0,42999,0.65625
0,43049,0.71875
0,43099,0.65625
0,43149,0.78125
0,43199,0.5
0,43249,0.875
0,43299,0.84375
0,43349,0.75
0,43399,0.65625
0,43449,0.625
0,43499,0.78125
0,43549,0.625
0,43599,0.6875
0,43649,0.8125
0,43699,0.625
0,43749,0.78125
0,43799,0.71875
0,43849,0.75
0,43899,0.78125
0,43949,0.5
0,43999,0.71875
0,44049,0.59375
0,44099,0.6875
0,44149,0.875
0,44199,0.625
0,44249,0.71875
0,44299,0.71875
0,44349,0.65625
0,44399,0.71875
0,44449,0.59375
0,44499,0.71875
0,44549,0.6875
0,44599,0.6875
0,44649,0.6875
0,44699,0.71875
0,44749,0.6875
0,44799,0.78125
0,44849,0.71875
0,44899,0.625
0,44949,0.8125
0,44999,0.6875
0,45049,0.75
0,45099,0.71875
0,45149,0.65625
0,45199,0.75
0,45249,0.71875
0,45299,0.65625
0,45349,0.59375
0,45399,0.71875
0,45449,0.625
0,45499,0.78125
0,45549,0.59375
0,45599,0.71875
0,45649,0.6875
0,45699,0.5625
0,45749,0.6875
0,45799,0.78125
0,45849,0.625
0,45899,0.6875
0,45949,0.59375
0,45999,0.625
0,46049,0.59375
0,46099,0.5
0,46149,0.78125
0,46199,0.625
0,46249,0.65625
0,46299,0.75
0,46349,0.6875
0,46399,0.75
0,46449,0.71875
0,46499,0.5625
0,46549,0.84375
0,46599,0.6875
0,46649,0.59375
0,46699,0.75
0,46749,0.53125
0,46799,0.71875
0,46849,0.5
0,46899,0.65625
0,46949,0.65625
0,46999,0.59375
0,47049,0.71875
0,47099,0.5625
0,47149,0.78125
0,47199,0.65625
0,47249,0.6875
0,47299,0.75
0,47349,0.6875
0,47399,0.75
0,47449,0.78125
0,47499,0.84375
0,47549,0.5625
0,47599,0.6875
0,47649,0.84375
0,47699,0.71875
0,47749,0.75
0,47799,0.65625
0,47849,0.59375
0,47899,0.71875
0,47949,0.75
0,47999,0.65625
0,48049,0.78125
0,48099,0.6875
0,48149,0.6875
0,48199,0.78125
0,48249,0.6875
0,48299,0.75
0,48349,0.53125
0,48399,0.75
0,48449,0.65625
0,48499,0.6875
0,48549,0.59375
0,48599,0.71875
0,48649,0.8125
0,48699,0.625
0,48749,0.6875
0,48799,0.71875
0,48849,0.6875
0,48899,0.6875
0,48949,0.65625
0,48999,0.6875
0,49049,0.5625
0,49099,0.65625
0,49149,0.5625
0,49199,0.5625
0,49249,0.71875
0,49299,0.65625
0,49349,0.65625
0,49399,0.6875
0,49449,0.6875
0,49499,0.6875
0,49549,0.6875
0,49599,0.65625
0,49649,0.71875
0,49699,0.75
0,49749,0.84375
0,49799,0.84375
0,49849,0.78125
0,49899,0.625
0,49949,0.84375
0,49999,0.78125
0,50049,0.75
0,50099,0.65625
0,50149,0.65625
0,50199,0.65625
0,50249,0.8125
0,50299,0.59375
0,50349,0.78125
0,50399,0.6875
0,50449,0.65625
0,50499,0.6875
0,50549,0.6875
0,50599,0.625
0,50649,0.75
0,50699,0.65625
0,50749,0.8125
0,50799,0.65625
0,50849,0.75
0,50899,0.71875
0,50949,0.625
0,50999,0.65625
0,51049,0.6875
0,51099,0.75
0,51149,0.6875
0,51199,0.5625
0,51249,0.75
0,51299,0.71875
0,51349,0.6875
0,51399,0.6875
0,51449,0.65625
0,51499,0.75
0,51549,0.625
0,51599,0.6875
0,51649,0.78125
0,51699,0.84375
0,51749,0.625
0,51799,0.6875
0,51849,0.75
0,51899,0.71875
0,51949,0.6875
0,51999,0.875
0,52049,0.59375
0,52099,0.8125
0,52149,0.71875
0,52199,0.71875
0,52249,0.6875
0,52299,0.8125
0,52349,0.6875
0,52399,0.6875
0,52449,0.6875
0,52499,0.65625
0,52549,0.59375
0,52599,0.6875
0,52649,0.78125
0,52699,0.625
0,52749,0.75
0,52799,0.65625
0,52849,0.8125
0,52899,0.71875
0,52949,0.625
0,52999,0.75
0,53049,0.71875
0,53099,0.78125
0,53149,0.8125
0,53199,0.625
0,53249,0.71875
0,53299,0.6875
0,53349,0.75
0,53399,0.71875
0,53449,0.71875
0,53499,0.625
0,53549,0.84375
0,53599,0.65625
0,53649,0.78125
0,53699,0.59375
0,53749,0.75
0,53799,0.75
0,53849,0.65625
0,53899,0.625
0,53949,0.5625
0,53999,0.8125
0,54049,0.8125
0,54099,0.625
0,54149,0.71875
0,54199,0.65625
0,54249,0.65625
0,54299,0.78125
0,54349,0.6875
0,54399,0.65625
0,54449,0.5
0,54499,0.6875
0,54549,0.59375
0,54599,0.6875
0,54649,0.6875
0,54699,0.8125
0,54749,0.6875
0,54799,0.71875
0,54849,0.65625
0,54899,0.59375
0,54949,0.59375
0,54999,0.625
0,55049,0.625
0,55099,0.65625
0,55149,0.71875
0,55199,0.71875
0,55249,0.65625
0,55299,0.75
0,55349,0.71875
0,55399,0.59375
0,55449,0.625
0,55499,0.65625
0,55549,0.8125
0,55599,0.65625
0,55649,0.71875
0,55699,0.65625
0,55749,0.71875
0,55799,0.75
0,55849,0.71875
0,55899,0.59375
0,55949,0.90625
0,55999,0.71875
0,56049,0.8125
0,56099,0.8125
0,56149,0.71875
0,56199,0.59375
0,56249,0.78125
0,56299,0.71875
0,56349,0.75
0,56399,0.75
0,56449,0.625
0,56499,0.46875
0,56549,0.8125
0,56599,0.71875
0,56649,0.59375
0,56699,0.65625
0,56749,0.78125
0,56799,0.625
0,56849,0.78125
0,56899,0.71875
0,56949,0.75
0,56999,0.6875
0,57049,0.65625
0,57099,0.75
0,57149,0.75
0,57199,0.65625
0,57249,0.71875
0,57299,0.625
0,57349,0.78125
0,57399,0.65625
0,57449,0.6875
